State,SA3_Code,SA3_Name,Age Group,% Fully
VIC,20101,Ballarat,1 Year olds,94.0814757878555
VIC,20102,Creswick - Daylesford - Ballan,1 Year olds,90.73359073359073
VIC,20103,Maryborough - Pyrenees,1 Year olds,93.45794392523365
VIC,20201,Bendigo,1 Year olds,95.53119730185497
VIC,20202,Heathcote - Castlemaine - Kyneton,1 Year olds,92.54498714652956
VIC,20203,Loddon - Elmore,1 Year olds,91.39784946236558
VIC,20301,Barwon - West,1 Year olds,93.64548494983278
VIC,20302,Geelong,1 Year olds,93.98805078416729
VIC,20303,Surf Coast - Bellarine Peninsula,1 Year olds,93.34763948497854
VIC,20401,Upper Goulburn Valley,1 Year olds,89.16967509025271
VIC,20402,Wangaratta - Benalla,1 Year olds,91.97080291970804
VIC,20403,Wodonga - Alpine,1 Year olds,92.20945083014048
VIC,20501,Baw Baw,1 Year olds,88.11748998664886
VIC,20502,Gippsland - East,1 Year olds,93.03482587064677
VIC,20503,Gippsland - South West,1 Year olds,90.28662420382165
VIC,20504,Latrobe Valley,1 Year olds,90.38004750593825
VIC,20505,Wellington,1 Year olds,89.95327102803739
VIC,20601,Brunswick - Coburg,1 Year olds,94.02628434886499
VIC,20602,Darebin - South,1 Year olds,95.42743538767395
VIC,20603,Essendon,1 Year olds,93.9443535188216
VIC,20604,Melbourne City,1 Year olds,91.12207151664612
VIC,20605,Port Phillip,1 Year olds,92.14463840399002
VIC,20606,Stonnington - West,1 Year olds,94.77272727272728
VIC,20607,Yarra,1 Year olds,93.7037037037037
VIC,20701,Boroondara,1 Year olds,95.00446030330062
VIC,20702,Manningham - West,1 Year olds,93.57429718875501
VIC,20703,Whitehorse - West,1 Year olds,95.45454545454545
VIC,20801,Bayside,1 Year olds,92.01101928374655
VIC,20802,Glen Eira,1 Year olds,94.51219512195121
VIC,20803,Kingston,1 Year olds,93.39242546333601
VIC,20804,Stonnington - East,1 Year olds,95.46925566343042
VIC,20901,Banyule,1 Year olds,93.35740072202167
VIC,20902,Darebin - North,1 Year olds,91.98782961460446
VIC,20903,Nillumbik - Kinglake,1 Year olds,92.26973684210526
VIC,20904,Whittlesea - Wallan,1 Year olds,91.70182841068917
VIC,21001,Keilor,1 Year olds,88.77887788778878
VIC,21002,Macedon Ranges,1 Year olds,92.507204610951
VIC,21003,Moreland - North,1 Year olds,89.58534233365476
VIC,21004,Sunbury,1 Year olds,92.71137026239067
VIC,21005,Tullamarine - Broadmeadows,1 Year olds,88.42975206611571
VIC,21101,Knox,1 Year olds,94.47938504542279
VIC,21102,Manningham - East,1 Year olds,89.94708994708994
VIC,21103,Maroondah,1 Year olds,94.84873262469338
VIC,21104,Whitehorse - East,1 Year olds,94.9685534591195
VIC,21105,Yarra Ranges,1 Year olds,91.57769869513642
VIC,21201,Cardinia,1 Year olds,91.66666666666666
VIC,21202,Casey - North,1 Year olds,91.1498708010336
VIC,21203,Casey - South,1 Year olds,93.47533027770288
VIC,21204,Dandenong,1 Year olds,91.99594731509625
VIC,21205,Monash,1 Year olds,94.22632794457274
VIC,21301,Brimbank,1 Year olds,90.97297297297298
VIC,21302,Hobsons Bay,1 Year olds,93.53813559322035
VIC,21303,Maribyrnong,1 Year olds,93.57512953367876
VIC,21304,Melton - Bacchus Marsh,1 Year olds,91.78189407774589
VIC,21305,Wyndham,1 Year olds,92.32397075798384
VIC,21401,Frankston,1 Year olds,93.55029585798816
VIC,21402,Mornington Peninsula,1 Year olds,88.81889763779527
VIC,21501,Grampians,1 Year olds,95.81151832460732
VIC,21502,Mildura,1 Year olds,93.96284829721363
VIC,21503,Murray River - Swan Hill,1 Year olds,94.03341288782816
VIC,21601,Campaspe,1 Year olds,94.9602122015915
VIC,21602,Moira,1 Year olds,94.4055944055944
VIC,21603,Shepparton,1 Year olds,92.19512195121952
VIC,21701,Glenelg - Southern Grampians,1 Year olds,94.19795221843003
VIC,21702,Warrnambool - Otway Ranges,1 Year olds,
VIC,21703,Colac - Corangamite,1 Year olds,91.62011173184358
VIC,21704,Warrnambool,1 Year olds,94.49378330373001
VIC,20101,Ballarat,2 Year olds,93.50073855243723
VIC,20102,Creswick - Daylesford - Ballan,2 Year olds,90.34749034749035
VIC,20103,Maryborough - Pyrenees,2 Year olds,92.03539823008849
VIC,20201,Bendigo,2 Year olds,93.76479873717443
VIC,20202,Heathcote - Castlemaine - Kyneton,2 Year olds,90.35087719298247
VIC,20203,Loddon - Elmore,2 Year olds,
VIC,20301,Barwon - West,2 Year olds,90.9967845659164
VIC,20302,Geelong,2 Year olds,91.98060425214473
VIC,20303,Surf Coast - Bellarine Peninsula,2 Year olds,90.0386847195358
VIC,20401,Upper Goulburn Valley,2 Year olds,92.40069084628671
VIC,20402,Wangaratta - Benalla,2 Year olds,91.02564102564102
VIC,20403,Wodonga - Alpine,2 Year olds,92.046783625731
VIC,20501,Baw Baw,2 Year olds,86.5979381443299
VIC,20502,Gippsland - East,2 Year olds,92.5754060324826
VIC,20503,Gippsland - South West,2 Year olds,89.6875
VIC,20504,Latrobe Valley,2 Year olds,89.84018264840182
VIC,20505,Wellington,2 Year olds,90.56603773584906
VIC,20601,Brunswick - Coburg,2 Year olds,92.0099875156055
VIC,20602,Darebin - South,2 Year olds,92.47967479674797
VIC,20603,Essendon,2 Year olds,92.35772357723577
VIC,20604,Melbourne City,2 Year olds,88.35616438356165
VIC,20605,Port Phillip,2 Year olds,92.13793103448276
VIC,20606,Stonnington - West,2 Year olds,87.52834467120182
VIC,20607,Yarra,2 Year olds,91.0904255319149
VIC,20701,Boroondara,2 Year olds,90.74702886247877
VIC,20702,Manningham - West,2 Year olds,90.36144578313254
VIC,20703,Whitehorse - West,2 Year olds,92.20125786163523
VIC,20801,Bayside,2 Year olds,89.87854251012146
VIC,20802,Glen Eira,2 Year olds,91.93205944798302
VIC,20803,Kingston,2 Year olds,92.95081967213115
VIC,20804,Stonnington - East,2 Year olds,91.96428571428571
VIC,20901,Banyule,2 Year olds,91.13263785394933
VIC,20902,Darebin - North,2 Year olds,88.93617021276596
VIC,20903,Nillumbik - Kinglake,2 Year olds,88.61386138613861
VIC,20904,Whittlesea - Wallan,2 Year olds,90.14989293361884
VIC,21001,Keilor,2 Year olds,89.0652557319224
VIC,21002,Macedon Ranges,2 Year olds,87.26415094339622
VIC,21003,Moreland - North,2 Year olds,87.99266727772685
VIC,21004,Sunbury,2 Year olds,90.53497942386831
VIC,21005,Tullamarine - Broadmeadows,2 Year olds,87.6699629171817
VIC,21101,Knox,2 Year olds,93.55670103092784
VIC,21102,Manningham - East,2 Year olds,87.03703703703704
VIC,21103,Maroondah,2 Year olds,93.10071371927042
VIC,21104,Whitehorse - East,2 Year olds,91.73553719008265
VIC,21105,Yarra Ranges,2 Year olds,90.78735940010712
VIC,21201,Cardinia,2 Year olds,90.95831077422848
VIC,21202,Casey - North,2 Year olds,87.66355140186916
VIC,21203,Casey - South,2 Year olds,91.31089904570567
VIC,21204,Dandenong,2 Year olds,88.36382113821138
VIC,21205,Monash,2 Year olds,90.8695652173913
VIC,21301,Brimbank,2 Year olds,87.66756032171583
VIC,21302,Hobsons Bay,2 Year olds,90.1296111665005
VIC,21303,Maribyrnong,2 Year olds,91.20762711864407
VIC,21304,Melton - Bacchus Marsh,2 Year olds,89.73704365585907
VIC,21305,Wyndham,2 Year olds,90.32258064516128
VIC,21401,Frankston,2 Year olds,92.52013808975835
VIC,21402,Mornington Peninsula,2 Year olds,89.04515173945225
VIC,21501,Grampians,2 Year olds,90.26086956521739
VIC,21502,Mildura,2 Year olds,93.2824427480916
VIC,21503,Murray River - Swan Hill,2 Year olds,90.54373522458629
VIC,21601,Campaspe,2 Year olds,91.62011173184358
VIC,21602,Moira,2 Year olds,94.95268138801262
VIC,21603,Shepparton,2 Year olds,87.83783783783784
VIC,21701,Glenelg - Southern Grampians,2 Year olds,90.02932551319648
VIC,21702,Warrnambool - Otway Ranges,2 Year olds,
VIC,21703,Colac - Corangamite,2 Year olds,87.66066838046272
VIC,21704,Warrnambool,2 Year olds,92.226148409894
VIC,20101,Ballarat,5 Year olds,95.80071174377224
VIC,20102,Creswick - Daylesford - Ballan,5 Year olds,93.28358208955224
VIC,20103,Maryborough - Pyrenees,5 Year olds,94.0677966101695
VIC,20201,Bendigo,5 Year olds,96.34809634809635
VIC,20202,Heathcote - Castlemaine - Kyneton,5 Year olds,94.36619718309859
VIC,20203,Loddon - Elmore,5 Year olds,95.1923076923077
VIC,20301,Barwon - West,5 Year olds,93.7125748502994
VIC,20302,Geelong,5 Year olds,95.85338763420955
VIC,20303,Surf Coast - Bellarine Peninsula,5 Year olds,93.93939393939394
VIC,20401,Upper Goulburn Valley,5 Year olds,95.01779359430606
VIC,20402,Wangaratta - Benalla,5 Year olds,93.6127744510978
VIC,20403,Wodonga - Alpine,5 Year olds,96.37599093997736
VIC,20501,Baw Baw,5 Year olds,93.54838709677419
VIC,20502,Gippsland - East,5 Year olds,91.94915254237289
VIC,20503,Gippsland - South West,5 Year olds,94.74497681607419
VIC,20504,Latrobe Valley,5 Year olds,95.02762430939227
VIC,20505,Wellington,5 Year olds,94.61206896551724
VIC,20601,Brunswick - Coburg,5 Year olds,94.3538268506901
VIC,20602,Darebin - South,5 Year olds,95.35353535353536
VIC,20603,Essendon,5 Year olds,95.47581903276131
VIC,20604,Melbourne City,5 Year olds,89.29016189290162
VIC,20605,Port Phillip,5 Year olds,92.25543478260869
VIC,20606,Stonnington - West,5 Year olds,90.633608815427
VIC,20607,Yarra,5 Year olds,92.89099526066352
VIC,20701,Boroondara,5 Year olds,93.10344827586206
VIC,20702,Manningham - West,5 Year olds,93.86385426653882
VIC,20703,Whitehorse - West,5 Year olds,95.81993569131832
VIC,20801,Bayside,5 Year olds,93.4640522875817
VIC,20802,Glen Eira,5 Year olds,93.24894514767934
VIC,20803,Kingston,5 Year olds,94.44444444444444
VIC,20804,Stonnington - East,5 Year olds,95.81005586592178
VIC,20901,Banyule,5 Year olds,95.24475524475524
VIC,20902,Darebin - North,5 Year olds,93.05263157894737
VIC,20903,Nillumbik - Kinglake,5 Year olds,92.91784702549575
VIC,20904,Whittlesea - Wallan,5 Year olds,94.5777111444278
VIC,21001,Keilor,5 Year olds,94.79166666666666
VIC,21002,Macedon Ranges,5 Year olds,93.84615384615384
VIC,21003,Moreland - North,5 Year olds,92.72727272727272
VIC,21004,Sunbury,5 Year olds,95.37480063795853
VIC,21005,Tullamarine - Broadmeadows,5 Year olds,93.25205557130705
VIC,21101,Knox,5 Year olds,95.38274605103281
VIC,21102,Manningham - East,5 Year olds,94.6058091286307
VIC,21103,Maroondah,5 Year olds,96.02356406480118
VIC,21104,Whitehorse - East,5 Year olds,96.7455621301775
VIC,21105,Yarra Ranges,5 Year olds,94.74243228890069
VIC,21201,Cardinia,5 Year olds,94.92250133618386
VIC,21202,Casey - North,5 Year olds,93.18313113807048
VIC,21203,Casey - South,5 Year olds,95.17931998136935
VIC,21204,Dandenong,5 Year olds,91.98717948717949
VIC,21205,Monash,5 Year olds,94.02810304449649
VIC,21301,Brimbank,5 Year olds,93.96809571286141
VIC,21302,Hobsons Bay,5 Year olds,94.26456984273821
VIC,21303,Maribyrnong,5 Year olds,93.87527839643653
VIC,21304,Melton - Bacchus Marsh,5 Year olds,95.57224236147074
VIC,21305,Wyndham,5 Year olds,94.83267716535433
VIC,21401,Frankston,5 Year olds,95.19502543810063
VIC,21402,Mornington Peninsula,5 Year olds,94.19113054341037
VIC,21501,Grampians,5 Year olds,92.5632911392405
VIC,21502,Mildura,5 Year olds,94.81481481481482
VIC,21503,Murray River - Swan Hill,5 Year olds,94.79905437352247
VIC,21601,Campaspe,5 Year olds,94.84029484029483
VIC,21602,Moira,5 Year olds,94.47674418604652
VIC,21603,Shepparton,5 Year olds,94.72450175849941
VIC,21701,Glenelg - Southern Grampians,5 Year olds,94.22572178477691
VIC,21702,Warrnambool - Otway Ranges,5 Year olds,
VIC,21703,Colac - Corangamite,5 Year olds,91.93154034229829
VIC,21704,Warrnambool,5 Year olds,96.17391304347827
NSW,10101,Goulburn - Yass,1 Year olds,
NSW,10102,Queanbeyan,1 Year olds,94.66975666280418
NSW,10103,Snowy Mountains,1 Year olds,90.4494382022472
NSW,10104,South Coast,1 Year olds,89.02229845626071
NSW,10105,Goulburn - Mulwaree,1 Year olds,91.9047619047619
NSW,10106,Young - Yass,1 Year olds,94.35294117647058
NSW,10201,Gosford,1 Year olds,92.60115606936417
NSW,10202,Wyong,1 Year olds,92.77546777546777
NSW,10301,Bathurst,1 Year olds,94.65776293823038
NSW,10302,Lachlan Valley,1 Year olds,94.1732283464567
NSW,10303,Lithgow - Mudgee,1 Year olds,94.5010183299389
NSW,10304,Orange,1 Year olds,95.61752988047809
NSW,10401,Clarence Valley,1 Year olds,89.8989898989899
NSW,10402,Coffs Harbour,1 Year olds,87.9957127545552
NSW,10501,Bourke - Cobar - Coonamble,1 Year olds,93.75
NSW,10502,Broken Hill and Far West,1 Year olds,95.70815450643777
NSW,10503,Dubbo,1 Year olds,94.5010183299389
NSW,10601,Lower Hunter,1 Year olds,92.58426966292134
NSW,10602,Maitland,1 Year olds,94.72
NSW,10603,Port Stephens,1 Year olds,90.1081916537867
NSW,10604,Upper Hunter,1 Year olds,95.54896142433235
NSW,10701,Dapto - Port Kembla,1 Year olds,92.02020202020202
NSW,10702,Illawarra Catchment Reserve,1 Year olds,
NSW,10703,Kiama - Shellharbour,1 Year olds,92.72727272727272
NSW,10704,Wollongong,1 Year olds,93.61867704280155
NSW,10801,Great Lakes,1 Year olds,87.90697674418605
NSW,10802,Kempsey - Nambucca,1 Year olds,85.4251012145749
NSW,10803,Lord Howe Island,1 Year olds,
NSW,10804,Port Macquarie,1 Year olds,91.10275689223057
NSW,10805,Taree - Gloucester,1 Year olds,90.68901303538175
NSW,10901,Albury,1 Year olds,90.51094890510949
NSW,10902,Lower Murray,1 Year olds,93.79310344827586
NSW,10903,Upper Murray exc. Albury,1 Year olds,94.6969696969697
NSW,11001,Armidale,1 Year olds,91.46666666666667
NSW,11002,Inverell - Tenterfield,1 Year olds,89.32038834951457
NSW,11003,Moree - Narrabri,1 Year olds,94.25981873111783
NSW,11004,Tamworth - Gunnedah,1 Year olds,94.39696106362773
NSW,11101,Lake Macquarie - East,1 Year olds,92.58675078864354
NSW,11102,Lake Macquarie - West,1 Year olds,91.76470588235294
NSW,11103,Newcastle,1 Year olds,94.25965665236052
NSW,11201,Richmond Valley - Coastal,1 Year olds,73.90745501285348
NSW,11202,Richmond Valley - Hinterland,1 Year olds,86.63028649386084
NSW,11203,Tweed Valley,1 Year olds,81.31256952169078
NSW,11301,Griffith - Murrumbidgee (West),1 Year olds,90.80824088748018
NSW,11302,Tumut - Tumbarumba,1 Year olds,92.85714285714286
NSW,11303,Wagga Wagga,1 Year olds,92.99416180150125
NSW,11401,Shoalhaven,1 Year olds,92.57473481195757
NSW,11402,Southern Highlands,1 Year olds,91.54639175257732
NSW,11501,Baulkham Hills,1 Year olds,93.79652605459057
NSW,11502,Dural - Wisemans Ferry,1 Year olds,86.17511520737328
NSW,11503,Hawkesbury,1 Year olds,91.92307692307692
NSW,11504,Rouse Hill - McGraths Hill,1 Year olds,94.94949494949495
NSW,11601,Blacktown,1 Year olds,93.5265104808878
NSW,11602,Blacktown - North,1 Year olds,95.17241379310344
NSW,11603,Mount Druitt,1 Year olds,90.1948460087995
NSW,11701,Botany,1 Year olds,92.08103130755065
NSW,11702,Marrickville - Sydenham - Petersham,1 Year olds,96.76840215439856
NSW,11703,Sydney Inner City,1 Year olds,94.2079553384508
NSW,11801,Eastern Suburbs - North,1 Year olds,92.23706176961602
NSW,11802,Eastern Suburbs - South,1 Year olds,92.77389277389277
NSW,11901,Bankstown,1 Year olds,84.81526593585059
NSW,11902,Canterbury,1 Year olds,88.75502008032129
NSW,11903,Hurstville,1 Year olds,91.22315592903828
NSW,11904,Kogarah - Rockdale,1 Year olds,90.82568807339449
NSW,12001,Canada Bay,1 Year olds,93.60100376411543
NSW,12002,Leichhardt,1 Year olds,95.24590163934427
NSW,12003,Strathfield - Burwood - Ashfield,1 Year olds,92.32613908872902
NSW,12101,Chatswood - Lane Cove,1 Year olds,94.80901077375123
NSW,12102,Hornsby,1 Year olds,94.88636363636364
NSW,12103,Ku-ring-gai,1 Year olds,93.44729344729345
NSW,12104,North Sydney - Mosman,1 Year olds,95.15072083879423
NSW,12201,Manly,1 Year olds,91.87192118226602
NSW,12202,Pittwater,1 Year olds,92.64705882352942
NSW,12203,Warringah,1 Year olds,93.84303112313937
NSW,12301,Camden,1 Year olds,91.56976744186046
NSW,12302,Campbelltown (NSW),1 Year olds,89.80839788014676
NSW,12303,Wollondilly,1 Year olds,92.21140472878999
NSW,12401,Blue Mountains,1 Year olds,90.71537290715372
NSW,12403,Penrith,1 Year olds,92.74977895667551
NSW,12404,Richmond - Windsor,1 Year olds,94.39252336448598
NSW,12405,St Marys,1 Year olds,89.8428053204353
NSW,12501,Auburn,1 Year olds,89.7716894977169
NSW,12502,Carlingford,1 Year olds,93.12865497076024
NSW,12503,Merrylands - Guildford,1 Year olds,85.08695652173913
NSW,12504,Parramatta,1 Year olds,92.12934716290421
NSW,12601,Pennant Hills - Epping,1 Year olds,97.25274725274726
NSW,12602,Ryde - Hunters Hill,1 Year olds,95.66227730441518
NSW,12701,Bringelly - Green Valley,1 Year olds,89.63210702341136
NSW,12702,Fairfield,1 Year olds,89.51747088186356
NSW,12703,Liverpool,1 Year olds,87.78205833791965
NSW,12801,Cronulla - Miranda - Caringbah,1 Year olds,93.58669833729216
NSW,12802,Sutherland - Menai - Heathcote,1 Year olds,93.88083735909822
NSW,90104,Norfolk Island,1 Year olds,
NSW,10101,Goulburn - Yass,2 Year olds,
NSW,10102,Queanbeyan,2 Year olds,93.03370786516854
NSW,10103,Snowy Mountains,2 Year olds,89.52879581151832
NSW,10104,South Coast,2 Year olds,85.44303797468355
NSW,10105,Goulburn - Mulwaree,2 Year olds,91.57894736842105
NSW,10106,Young - Yass,2 Year olds,91.87817258883248
NSW,10201,Gosford,2 Year olds,90.82823790994998
NSW,10202,Wyong,2 Year olds,91.64149043303121
NSW,10301,Bathurst,2 Year olds,93.89179755671903
NSW,10302,Lachlan Valley,2 Year olds,92.59818731117825
NSW,10303,Lithgow - Mudgee,2 Year olds,91.9921875
NSW,10304,Orange,2 Year olds,93.06803594351733
NSW,10401,Clarence Valley,2 Year olds,86.93284936479128
NSW,10402,Coffs Harbour,2 Year olds,86.87430478309233
NSW,10501,Bourke - Cobar - Coonamble,2 Year olds,88.12154696132598
NSW,10502,Broken Hill and Far West,2 Year olds,92.7927927927928
NSW,10503,Dubbo,2 Year olds,91.96865817825662
NSW,10601,Lower Hunter,2 Year olds,92.91217257318952
NSW,10602,Maitland,2 Year olds,94.97784342688331
NSW,10603,Port Stephens,2 Year olds,90.44222539229672
NSW,10604,Upper Hunter,2 Year olds,91.17647058823529
NSW,10701,Dapto - Port Kembla,2 Year olds,90.73120494335737
NSW,10702,Illawarra Catchment Reserve,2 Year olds,
NSW,10703,Kiama - Shellharbour,2 Year olds,91.94078947368422
NSW,10704,Wollongong,2 Year olds,90.14626635873749
NSW,10801,Great Lakes,2 Year olds,86.37992831541219
NSW,10802,Kempsey - Nambucca,2 Year olds,86.29629629629629
NSW,10803,Lord Howe Island,2 Year olds,
NSW,10804,Port Macquarie,2 Year olds,89.65053763440861
NSW,10805,Taree - Gloucester,2 Year olds,88.99253731343283
NSW,10901,Albury,2 Year olds,87.92884371029224
NSW,10902,Lower Murray,2 Year olds,89.36170212765957
NSW,10903,Upper Murray exc. Albury,2 Year olds,95.1276102088167
NSW,11001,Armidale,2 Year olds,89.84547461368653
NSW,11002,Inverell - Tenterfield,2 Year olds,90.64039408866995
NSW,11003,Moree - Narrabri,2 Year olds,92.71137026239067
NSW,11004,Tamworth - Gunnedah,2 Year olds,92.619926199262
NSW,11101,Lake Macquarie - East,2 Year olds,91.73492181682799
NSW,11102,Lake Macquarie - West,2 Year olds,93.06122448979592
NSW,11103,Newcastle,2 Year olds,92.8646934460888
NSW,11201,Richmond Valley - Coastal,2 Year olds,73.05236270753512
NSW,11202,Richmond Valley - Hinterland,2 Year olds,85.85298196948682
NSW,11203,Tweed Valley,2 Year olds,81.03813559322035
NSW,11301,Griffith - Murrumbidgee (West),2 Year olds,90.98228663446055
NSW,11302,Tumut - Tumbarumba,2 Year olds,85.71428571428571
NSW,11303,Wagga Wagga,2 Year olds,91.1993769470405
NSW,11401,Shoalhaven,2 Year olds,87.92134831460675
NSW,11402,Southern Highlands,2 Year olds,87.4
NSW,11501,Baulkham Hills,2 Year olds,91.6798732171157
